1,1,19013.8
1,2,18408
1,3,17782.6
1,4,17757.5
1,5,8982.88
1,6,1e+07
1,7,1.69082
1,8,1e+07
1,9,1.70646
1,10,1.69878
1,11,1e+07
2,1,17552.7
2,2,15890.5
2,3,17729.6
2,4,17961.4
2,5,18431
2,6,17.8257
2,7,1e+07
2,8,1.73029
2,9,1.71114
2,10,1.74017
2,11,1.71483
3,1,18587.2
3,2,16156.3
3,3,19427.6
3,4,18421.1
3,5,15372.1
3,6,20986.1
3,7,1e+07
3,8,1.7338
3,9,1.73819
3,10,1.7569
3,11,1.75739
4,1,1134.22
4,2,18548.5
4,3,18034.6
4,4,19389.6
4,5,17200.8
4,6,19793.4
4,7,21568
4,8,898.407
4,9,1.78173
4,10,1e+07
4,11,1.73068
5,1,6158.09
5,2,12600.4
5,3,16074.6
5,4,18507.1
5,5,18915.1
5,6,19075.5
5,7,19137.1
5,8,19991.1
5,9,1.00003e+07
5,10,1.69729
5,11,1.6999
6,1,1.69536
6,2,1e+07
6,3,18968.3
6,4,15716.2
6,5,17185.1
6,6,19711.6
6,7,16584.2
6,8,17438.1
6,9,24566
6,10,548366
6,11,1e+07
7,1,1.70506
7,2,1.72533
7,3,5485.81
7,4,17222.4
7,5,17932.7
7,6,18440.5
7,7,18720.2
7,8,16294.7
7,9,19351.5
7,10,54130.6
7,11,18831
8,1,1.75941
8,2,1.68143
8,3,1.69025
8,4,7884.43
8,5,16727.1
8,6,17599.7
8,7,18222.7
8,8,18783.7
8,9,18771.5
8,10,18919
8,11,39798.8
9,1,1.68264
9,2,1.6997
9,3,1.68977
9,4,1.69063
9,5,18275
9,6,17069.4
9,7,16980.7
9,8,18129.5
9,9,18773.3
9,10,19032.7
9,11,17074.6
10,1,1.65522
10,2,1.65706
10,3,1.66121
10,4,1.65723
10,5,1.65563
10,6,15181.1
10,7,16060.2
10,8,16937.3
10,9,17772.6
10,10,18503
10,11,17725.6
11,1,1.6561
11,2,1.65747
11,3,1.65598
11,4,1.65715
11,5,1.65547
11,6,1.65658
11,7,15178.5
11,8,12261.1
11,9,16982.2
11,10,15150.8
11,11,15150.7
